Date,Open,High,Low,Close,Adj Close,Volume
2/14/1992,14.2,14.2,14.2,14.2,3.91883,0
2/18/1992,14.25,14.25,14.25,14.25,3.932628,0
2/19/1992,14.2,14.2,14.2,14.2,3.91883,0
2/20/1992,14.19,14.19,14.19,14.19,3.91607,0
2/21/1992,14.22,14.22,14.22,14.22,3.924349,0
2/24/1992,14.23,14.23,14.23,14.23,3.927109,0
2/25/1992,14.18,14.18,14.18,14.18,3.913311,0
2/26/1992,14.29,14.29,14.29,14.29,3.943668,0
2/27/1992,14.4,14.4,14.4,14.4,3.974025,0
2/28/1992,14.4,14.4,14.4,14.4,3.974025,0
3/2/1992,14.49,14.49,14.49,14.49,3.998863,0
3/3/1992,14.62,14.62,14.62,14.62,4.034739,0
3/4/1992,14.64,14.64,14.64,14.64,4.040259,0
3/5/1992,14.55,14.55,14.55,14.55,4.015422,0
3/6/1992,14.46,14.46,14.46,14.46,3.990583,0
3/9/1992,14.46,14.46,14.46,14.46,3.990583,0
3/10/1992,14.48,14.48,14.48,14.48,3.996102,0
3/11/1992,14.46,14.46,14.46,14.46,3.990583,0
3/12/1992,14.49,14.49,14.49,14.49,3.998863,0
3/13/1992,14.65,14.65,14.65,14.65,4.043018,0
3/16/1992,14.64,14.64,14.64,14.64,4.040259,0
3/17/1992,14.71,14.71,14.71,14.71,4.059577,0
3/18/1992,14.77,14.77,14.77,14.77,4.076135,0
3/19/1992,14.82,14.82,14.82,14.82,4.089934,0
3/20/1992,14.84,14.84,14.84,14.84,4.095453,0
3/23/1992,14.89,14.89,14.89,14.89,4.109252,0
3/24/1992,14.81,14.81,14.81,14.81,4.087174,0
3/25/1992,14.75,14.75,14.75,14.75,4.070616,0
3/26/1992,14.78,14.78,14.78,14.78,4.078895,0
3/27/1992,14.7,14.7,14.7,14.7,4.056817,0
3/30/1992,14.66,14.66,14.66,14.66,4.045777,0
3/31/1992,14.69,14.69,14.69,14.69,4.054058,0
4/1/1992,14.65,14.65,14.65,14.65,4.043018,0
4/2/1992,14.58,14.58,14.58,14.58,4.0237,0
4/3/1992,14.61,14.61,14.61,14.61,4.03198,0
4/6/1992,14.76,14.76,14.76,14.76,4.073376,0
4/7/1992,14.57,14.57,14.57,14.57,4.02094,0
4/8/1992,14.44,14.44,14.44,14.44,3.985064,0
4/9/1992,14.46,14.46,14.46,14.46,3.990583,0
4/10/1992,14.62,14.62,14.62,14.62,4.034739,0
4/13/1992,14.61,14.61,14.61,14.61,4.03198,0
4/14/1992,14.58,14.58,14.58,14.58,4.0237,0
4/15/1992,14.63,14.63,14.63,14.63,4.0375,0
4/16/1992,14.62,14.62,14.62,14.62,4.034739,0
4/20/1992,14.39,14.39,14.39,14.39,3.971265,0
4/21/1992,14.32,14.32,14.32,14.32,3.951947,0
4/22/1992,14.32,14.32,14.32,14.32,3.951947,0
4/23/1992,14.36,14.36,14.36,14.36,3.962987,0
4/24/1992,14.49,14.49,14.49,14.49,3.998863,0
4/27/1992,14.46,14.46,14.46,14.46,3.990583,0
4/28/1992,14.49,14.49,14.49,14.49,3.998863,0
4/29/1992,14.52,14.52,14.52,14.52,4.007143,0
4/30/1992,14.66,14.66,14.66,14.66,4.045777,0
5/1/1992,14.69,14.69,14.69,14.69,4.054058,0
5/4/1992,14.77,14.77,14.77,14.77,4.076135,0
5/5/1992,14.76,14.76,14.76,14.76,4.073376,0
5/6/1992,14.87,14.87,14.87,14.87,4.103733,0
5/7/1992,14.89,14.89,14.89,14.89,4.109252,0
5/8/1992,15.05,15.05,15.05,15.05,4.153407,0
5/11/1992,15.08,15.08,15.08,15.08,4.161686,0
5/12/1992,15.09,15.09,15.09,15.09,4.164447,0
5/13/1992,15.12,15.12,15.12,15.12,4.172726,0
5/14/1992,15.1,15.1,15.1,15.1,4.167206,0
5/15/1992,15.03,15.03,15.03,15.03,4.147889,0
5/18/1992,15.04,15.04,15.04,15.04,4.150648,0
5/19/1992,15.17,15.17,15.17,15.17,4.186524,0
5/20/1992,15.05,15.05,15.05,15.05,4.153407,0
5/21/1992,15.07,15.07,15.07,15.07,4.158927,0
5/22/1992,15.02,15.02,15.02,15.02,4.145129,0
5/26/1992,14.91,14.91,14.91,14.91,4.114772,0
5/27/1992,14.91,14.91,14.91,14.91,4.114772,0
5/28/1992,15,15,15,15,4.13961,0
5/29/1992,15.02,15.02,15.02,15.02,4.145129,0
6/1/1992,15.02,15.02,15.02,15.02,4.145129,0
6/2/1992,15.07,15.07,15.07,15.07,4.158927,0
6/3/1992,15.09,15.09,15.09,15.09,4.164447,0
6/4/1992,15.14,15.14,15.14,15.14,4.178246,0
6/5/1992,15.09,15.09,15.09,15.09,4.164447,0
6/8/1992,15.06,15.06,15.06,15.06,4.156168,0
6/9/1992,15.07,15.07,15.07,15.07,4.158927,0
6/10/1992,14.9,14.9,14.9,14.9,4.112012,0
6/11/1992,14.91,14.91,14.91,14.91,4.114772,0
6/12/1992,14.88,14.88,14.88,14.88,4.106493,0
6/15/1992,14.9,14.9,14.9,14.9,4.112012,0
6/16/1992,14.84,14.84,14.84,14.84,4.095453,0
6/17/1992,14.73,14.73,14.73,14.73,4.065096,0
6/18/1992,14.61,14.61,14.61,14.61,4.03198,0
6/19/1992,14.65,14.65,14.65,14.65,4.043018,0
6/22/1992,14.58,14.58,14.58,14.58,4.0237,0
6/23/1992,14.5,14.5,14.5,14.5,4.001623,0
6/24/1992,14.64,14.64,14.64,14.64,4.040259,0
6/25/1992,14.75,14.75,14.75,14.75,4.070616,0
6/26/1992,14.82,14.82,14.82,14.82,4.089934,0
6/29/1992,14.91,14.91,14.91,14.91,4.114772,0
6/30/1992,15.23,15.23,15.23,15.23,4.203083,0
7/1/1992,15.39,15.39,15.39,15.39,4.247241,0
7/2/1992,15.62,15.62,15.62,15.62,4.310713,0
7/6/1992,15.6,15.6,15.6,15.6,4.305192,0
7/7/1992,15.68,15.68,15.68,15.68,4.327272,0
7/8/1992,15.56,15.56,15.56,15.56,4.294155,0
7/9/1992,15.73,15.73,15.73,15.73,4.34107,0
7/10/1992,15.66,15.66,15.66,15.66,4.321752,0
7/13/1992,15.67,15.67,15.67,15.67,4.324512,0
7/14/1992,15.76,15.76,15.76,15.76,4.349349,0
7/15/1992,15.81,15.81,15.81,15.81,4.363149,0
7/16/1992,15.74,15.74,15.74,15.74,4.343831,0
7/17/1992,15.8,15.8,15.8,15.8,4.360388,0
7/20/1992,15.77,15.77,15.77,15.77,4.35211,0
7/21/1992,15.79,15.79,15.79,15.79,4.357628,0
7/22/1992,15.74,15.74,15.74,15.74,4.343831,0
7/23/1992,15.67,15.67,15.67,15.67,4.324512,0
7/24/1992,15.63,15.63,15.63,15.63,4.313473,0
7/27/1992,15.63,15.63,15.63,15.63,4.313473,0
7/28/1992,15.77,15.77,15.77,15.77,4.35211,0
7/29/1992,15.93,15.93,15.93,15.93,4.396266,0
7/30/1992,16.059999,16.059999,16.059999,16.059999,4.43214,0
7/31/1992,15.91,15.91,15.91,15.91,4.390745,0
8/3/1992,16.1,16.1,16.1,16.1,4.443181,0
8/4/1992,16.049999,16.049999,16.049999,16.049999,4.429382,0
8/5/1992,16.09,16.09,16.09,16.09,4.440421,0
8/6/1992,15.98,15.98,15.98,15.98,4.410064,0
8/7/1992,15.98,15.98,15.98,15.98,4.410064,0
8/10/1992,15.84,15.84,15.84,15.84,4.371427,0
8/11/1992,15.89,15.89,15.89,15.89,4.385226,0
8/12/1992,15.72,15.72,15.72,15.72,4.338311,0
8/13/1992,15.82,15.82,15.82,15.82,4.365908,0
8/14/1992,15.95,15.95,15.95,15.95,4.401785,0
8/17/1992,16.030001,16.030001,16.030001,16.030001,4.423862,0
8/18/1992,16.030001,16.030001,16.030001,16.030001,4.423862,0
8/19/1992,15.83,15.83,15.83,15.83,4.368667,0
8/20/1992,15.88,15.88,15.88,15.88,4.382466,0
8/21/1992,15.84,15.84,15.84,15.84,4.371427,0
8/24/1992,15.86,15.86,15.86,15.86,4.376947,0
8/25/1992,15.78,15.78,15.78,15.78,4.354869,0
8/26/1992,15.75,15.75,15.75,15.75,4.34659,0
8/27/1992,15.92,15.92,15.92,15.92,4.393506,0
8/28/1992,15.97,15.97,15.97,15.97,4.407303,0
8/31/1992,15.91,15.91,15.91,15.91,4.390745,0
9/1/1992,16.01,16.01,16.01,16.01,4.418343,0
9/2/1992,16.040001,16.040001,16.040001,16.040001,4.426622,0
9/3/1992,16.209999,16.209999,16.209999,16.209999,4.473538,0
9/4/1992,16.110001,16.110001,16.110001,16.110001,4.44594,0
9/8/1992,16.440001,16.440001,16.440001,16.440001,4.537012,0
9/9/1992,16.34,16.34,16.34,16.34,4.509414,0
9/10/1992,16.6,16.6,16.6,16.6,4.581167,0
9/11/1992,16.6,16.6,16.6,16.6,4.581167,0
9/14/1992,16.809999,16.809999,16.809999,16.809999,4.639122,0
9/15/1992,16.690001,16.690001,16.690001,16.690001,4.606006,0
9/16/1992,16.59,16.59,16.59,16.59,4.578408,0
9/17/1992,16.58,16.58,16.58,16.58,4.575648,0
9/18/1992,16.719999,16.719999,16.719999,16.719999,4.614284,0
9/21/1992,16.73,16.73,16.73,16.73,4.617044,0
9/22/1992,16.67,16.67,16.67,16.67,4.600486,0
9/23/1992,16.74,16.74,16.74,16.74,4.619803,0
9/24/1992,16.780001,16.780001,16.780001,16.780001,4.630844,0
9/25/1992,16.68,16.68,16.68,16.68,4.603246,0
9/28/1992,16.76,16.76,16.76,16.76,4.625324,0
9/29/1992,16.68,16.68,16.68,16.68,4.603246,0
9/30/1992,16.799999,16.799999,16.799999,16.799999,4.636363,0
10/1/1992,16.610001,16.610001,16.610001,16.610001,4.583929,0
10/2/1992,16.42,16.42,16.42,16.42,4.531492,0
10/5/1992,16.26,16.26,16.26,16.26,4.487336,0
10/6/1992,16.32,16.32,16.32,16.32,4.503894,0
10/7/1992,16.290001,16.290001,16.290001,16.290001,4.495615,0
10/8/1992,16.280001,16.280001,16.280001,16.280001,4.492856,0
10/9/1992,16.280001,16.280001,16.280001,16.280001,4.492856,0
10/12/1992,16.299999,16.299999,16.299999,16.299999,4.498375,0
10/13/1992,16.42,16.42,16.42,16.42,4.531492,0
10/14/1992,16.370001,16.370001,16.370001,16.370001,4.517693,0
10/15/1992,16.450001,16.450001,16.450001,16.450001,4.539772,0
10/16/1992,16.4,16.4,16.4,16.4,4.525974,0
10/19/1992,16.360001,16.360001,16.360001,16.360001,4.514934,0
10/20/1992,16.5,16.5,16.5,16.5,4.553571,0
10/21/1992,16.51,16.51,16.51,16.51,4.556331,0
10/22/1992,16.549999,16.549999,16.549999,16.549999,4.567369,0
10/23/1992,16.67,16.67,16.67,16.67,4.600486,0
10/26/1992,16.709999,16.709999,16.709999,16.709999,4.611525,0
10/27/1992,16.85,16.85,16.85,16.85,4.650161,0
10/28/1992,17.1,17.1,17.1,17.1,4.719155,0
10/29/1992,17.15,17.15,17.15,17.15,4.732953,0
10/30/1992,17.110001,17.110001,17.110001,17.110001,4.721914,0
11/2/1992,17.25,17.25,17.25,17.25,4.76055,0
11/3/1992,17.23,17.23,17.23,17.23,4.755031,0
11/4/1992,17.24,17.24,17.24,17.24,4.757791,0
11/5/1992,17.219999,17.219999,17.219999,17.219999,4.752272,0
11/6/1992,17.33,17.33,17.33,17.33,4.782629,0
11/9/1992,17.35,17.35,17.35,17.35,4.788149,0
11/10/1992,17.59,17.59,17.59,17.59,4.854382,0
11/11/1992,17.77,17.77,17.77,17.77,4.904057,0
11/12/1992,17.84,17.84,17.84,17.84,4.923376,0
11/13/1992,17.889999,17.889999,17.889999,17.889999,4.937174,0
11/16/1992,17.879999,17.879999,17.879999,17.879999,4.934414,0
11/17/1992,17.860001,17.860001,17.860001,17.860001,4.928895,0
11/18/1992,17.870001,17.870001,17.870001,17.870001,4.931655,0
11/19/1992,17.99,17.99,17.99,17.99,4.964771,0
11/20/1992,18.07,18.07,18.07,18.07,4.98685,0
11/23/1992,18.15,18.15,18.15,18.15,5.008925,0
11/24/1992,18.190001,18.190001,18.190001,18.190001,5.019966,0
11/25/1992,18.35,18.35,18.35,18.35,5.064123,0
11/27/1992,18.35,18.35,18.35,18.35,5.064123,0
11/30/1992,18.49,18.49,18.49,18.49,5.102759,0
12/1/1992,18.459999,18.459999,18.459999,18.459999,5.094479,0
12/2/1992,18.48,18.48,18.48,18.48,5.099998,0
12/3/1992,18.5,18.5,18.5,18.5,5.105518,0
12/4/1992,18.639999,18.639999,18.639999,18.639999,5.144155,0
12/7/1992,18.950001,18.950001,18.950001,18.950001,5.229707,0
12/8/1992,19.030001,19.030001,19.030001,19.030001,5.251785,0
12/9/1992,19.09,19.09,19.09,19.09,5.268343,0
12/10/1992,19.110001,19.110001,19.110001,19.110001,5.273862,0
12/11/1992,19.01,19.01,19.01,19.01,5.246265,0
12/14/1992,19.049999,19.049999,19.049999,19.049999,5.257305,0
12/15/1992,19.030001,19.030001,19.030001,19.030001,5.251785,0
12/16/1992,18.66,18.66,18.66,18.66,5.218226,0
12/17/1992,18.780001,18.780001,18.780001,18.780001,5.251785,0
12/18/1992,18.9,18.9,18.9,18.9,5.285343,0
12/21/1992,18.889999,18.889999,18.889999,18.889999,5.282545,0
12/22/1992,18.940001,18.940001,18.940001,18.940001,5.296527,0
12/23/1992,18.92,18.92,18.92,18.92,5.290935,0
12/24/1992,18.959999,18.959999,18.959999,18.959999,5.302121,0
12/28/1992,18.950001,18.950001,18.950001,18.950001,5.299325,0
12/29/1992,18.98,18.98,18.98,18.98,5.307714,0
12/30/1992,19.040001,19.040001,19.040001,19.040001,5.324494,0
12/31/1992,19.129999,19.129999,19.129999,19.129999,5.34966,0
1/4/1993,19.110001,19.110001,19.110001,19.110001,5.344067,0
1/5/1993,19.1,19.1,19.1,19.1,5.341271,0
1/6/1993,19.18,19.18,19.18,19.18,5.363645,0
1/7/1993,19.16,19.16,19.16,19.16,5.358051,0
1/8/1993,19.25,19.25,19.25,19.25,5.383219,0
1/11/1993,19.290001,19.290001,19.290001,19.290001,5.394404,0
1/12/1993,19.290001,19.290001,19.290001,19.290001,5.394404,0
1/13/1993,19.219999,19.219999,19.219999,19.219999,5.37483,0
1/14/1993,19.43,19.43,19.43,19.43,5.433557,0
1/15/1993,19.57,19.57,19.57,19.57,5.472706,0
1/18/1993,19.59,19.59,19.59,19.59,5.478298,0
1/19/1993,19.549999,19.549999,19.549999,19.549999,5.467113,0
1/20/1993,19.57,19.57,19.57,19.57,5.472706,0
1/21/1993,19.690001,19.690001,19.690001,19.690001,5.506265,0
1/22/1993,19.690001,19.690001,19.690001,19.690001,5.506265,0
1/25/1993,19.790001,19.790001,19.790001,19.790001,5.534228,0
1/26/1993,19.77,19.77,19.77,19.77,5.528636,0
1/27/1993,19.799999,19.799999,19.799999,19.799999,5.537024,0
1/28/1993,19.74,19.74,19.74,19.74,5.520247,0
1/29/1993,19.65,19.65,19.65,19.65,5.495078,0
2/1/1993,19.68,19.68,19.68,19.68,5.503468,0
2/2/1993,19.75,19.75,19.75,19.75,5.523042,0
2/3/1993,20.049999,20.049999,20.049999,20.049999,5.606937,0
2/4/1993,20.129999,20.129999,20.129999,20.129999,5.629308,0
2/5/1993,20.129999,20.129999,20.129999,20.129999,5.629308,0
2/8/1993,20.09,20.09,20.09,20.09,5.618124,0
2/9/1993,20.059999,20.059999,20.059999,20.059999,5.609732,0
2/10/1993,20.209999,20.209999,20.209999,20.209999,5.651681,0
2/11/1993,20.290001,20.290001,20.290001,20.290001,5.674053,0
2/12/1993,20.200001,20.200001,20.200001,20.200001,5.648885,0
2/16/1993,19.65,19.65,19.65,19.65,5.495078,0
2/17/1993,19.530001,19.530001,19.530001,19.530001,5.461519,0
2/18/1993,19.370001,19.370001,19.370001,19.370001,5.416778,0
2/19/1993,19.370001,19.370001,19.370001,19.370001,5.416778,0
2/22/1993,19.389999,19.389999,19.389999,19.389999,5.422369,0
2/23/1993,19.41,19.41,19.41,19.41,5.427962,0
2/24/1993,19.6,19.6,19.6,19.6,5.481095,0
2/25/1993,19.690001,19.690001,19.690001,19.690001,5.506265,0
2/26/1993,19.879999,19.879999,19.879999,19.879999,5.559397,0
3/1/1993,19.98,19.98,19.98,19.98,5.587361,0
3/2/1993,20.110001,20.110001,20.110001,20.110001,5.623716,0
3/3/1993,20.139999,20.139999,20.139999,20.139999,5.632104,0
3/4/1993,20.049999,20.049999,20.049999,20.049999,5.606937,0
3/5/1993,20.049999,20.049999,20.049999,20.049999,5.606937,0
3/8/1993,20.25,20.25,20.25,20.25,5.662866,0
3/9/1993,20.370001,20.370001,20.370001,20.370001,5.696424,0
3/10/1993,20.440001,20.440001,20.440001,20.440001,5.716,0
3/11/1993,20.35,20.35,20.35,20.35,5.690831,0
3/12/1993,20.26,20.26,20.26,20.26,5.665662,0
3/15/1993,20.299999,20.299999,20.299999,20.299999,5.676849,0
3/16/1993,20.33,20.33,20.33,20.33,5.68524,0
3/17/1993,20.17,20.17,20.17,20.17,5.640494,0
3/18/1993,20.309999,20.309999,20.309999,20.309999,5.679644,0
3/19/1993,20.34,20.34,20.34,20.34,5.688035,0
3/22/1993,20.24,20.24,20.24,20.24,5.66007,0
3/23/1993,20.27,20.27,20.27,20.27,5.66846,0
3/24/1993,20.15,20.15,20.15,20.15,5.634901,0
3/25/1993,20.280001,20.280001,20.280001,20.280001,5.671256,0
3/26/1993,20.299999,20.299999,20.299999,20.299999,5.676849,0
3/29/1993,20.379999,20.379999,20.379999,20.379999,5.699221,0
3/30/1993,20.549999,20.549999,20.549999,20.549999,5.746761,0
3/31/1993,20.65,20.65,20.65,20.65,5.774725,0
4/1/1993,20.48,20.48,20.48,20.48,5.727186,0
4/2/1993,19.83,19.83,19.83,19.83,5.545414,0
4/5/1993,19.9,19.9,19.9,19.9,5.56499,0
4/6/1993,19.82,19.82,19.82,19.82,5.542617,0
4/7/1993,19.809999,19.809999,19.809999,19.809999,5.539822,0
4/8/1993,19.809999,19.809999,19.809999,19.809999,5.539822,0
4/12/1993,19.98,19.98,19.98,19.98,5.587361,0
4/13/1993,20.07,20.07,20.07,20.07,5.612531,0
4/14/1993,20.1,20.1,20.1,20.1,5.62092,0
4/15/1993,20.110001,20.110001,20.110001,20.110001,5.623716,0
4/16/1993,20.08,20.08,20.08,20.08,5.615326,0
4/19/1993,20.01,20.01,20.01,20.01,5.595751,0
4/20/1993,20,20,20,20,5.592955,0
4/21/1993,19.92,19.92,19.92,19.92,5.570582,0
4/22/1993,19.84,19.84,19.84,19.84,5.548212,0
4/23/1993,19.809999,19.809999,19.809999,19.809999,5.539822,0
4/26/1993,19.65,19.65,19.65,19.65,5.495078,0
4/27/1993,19.799999,19.799999,19.799999,19.799999,5.537024,0
4/28/1993,19.790001,19.790001,19.790001,19.790001,5.534228,0
4/29/1993,19.91,19.91,19.91,19.91,5.567787,0
4/30/1993,19.870001,19.870001,19.870001,19.870001,5.556601,0
5/3/1993,20.030001,20.030001,20.030001,20.030001,5.601346,0
5/4/1993,20.360001,20.360001,20.360001,20.360001,5.693629,0
5/5/1993,20.35,20.35,20.35,20.35,5.690831,0
5/6/1993,20.280001,20.280001,20.280001,20.280001,5.671256,0
5/7/1993,20.299999,20.299999,20.299999,20.299999,5.676849,0
5/10/1993,20.33,20.33,20.33,20.33,5.68524,0
5/11/1993,20.280001,20.280001,20.280001,20.280001,5.671256,0
5/12/1993,20.23,20.23,20.23,20.23,5.657271,0
5/13/1993,20.190001,20.190001,20.190001,20.190001,5.646088,0
5/14/1993,20.219999,20.219999,20.219999,20.219999,5.654478,0
5/17/1993,20.35,20.35,20.35,20.35,5.690831,0
5/18/1993,20.27,20.27,20.27,20.27,5.66846,0
5/19/1993,20.5,20.5,20.5,20.5,5.73278,0
